F0,F1,F2,F3,F4,F5,F6,Labels
0.68526316,1.9819118,1.9819118,0.6234474,-1.2675385,-8.899941,1.9121511,3
2.4523425,0.3362615,0.3362615,-0.7505626,-0.18889801,-2.6206734,0.9266996,0
0.162618,0.26571646,0.26571646,0.25905797,1.2372649,-1.4099989,-0.06805999,4
1.5424172,-1.3508664,-1.3508664,-2.0283804,3.7341897,-5.6243987,1.3091973,4
4.6468544,0.98456234,0.98456234,-0.7667492,-0.8939915,-6.1259203,0.52369404,0
2.8971622,1.8545806,1.8545806,-2.3256798,-1.2740936,-1.0219349,-1.7410983,0
1.7294149,-0.9478946,-0.9478946,-2.861702,3.6023583,-0.56347305,0.04521016,0
3.5718331,1.0695542,1.0695542,1.324607,-1.8831234,-12.087762,1.0530196,0
1.5849695,-1.2293237,-1.2293237,1.0926287,1.5228721,-2.4618511,0.9291208,0
1.2475077,-1.0634863,-1.0634863,0.22083792,-0.072199866,-4.7019763,0.14647715,1
1.6549112,0.85801965,0.85801965,-0.9254616,-1.241914,-4.9463463,1.1413347,0
2.5465417,3.2613847,3.2613847,0.3641316,-1.0210716,-11.174253,1.2368437,2
0.15368226,0.95875126,0.95875126,-0.86332065,0.6245175,-7.153482,1.5716922,0
1.413605,1.4210624,1.4210624,-3.282509,0.8121676,-3.3357406,-0.491106,0
1.2037657,2.682073,2.682073,-0.4839248,0.17379555,-7.991405,-0.115606524,2
0.72966003,0.23954117,0.23954117,-0.8600677,1.1577923,-3.031891,0.17635942,4
1.1885778,-0.9157304,-0.9157304,0.08808842,1.5540938,-8.58433,1.8297086,6
3.0569162,0.7524552,0.7524552,0.038938127,-0.31997856,-6.858691,0.6918425,0
4.3905373,-0.09186788,-0.09186788,0.33697635,0.4015313,-2.5938516,-1.6134782,0
1.0546777,1.8239995,1.8239995,-0.6893465,1.3382435,-10.873432,1.5887699,0
1.0606046,-1.2890506,-1.2890506,0.9238064,-0.0657451,-3.1361475,0.6034802,1
2.5678802,2.46357,2.46357,-0.14265464,0.5212574,-8.8672285,0.26033807,2
0.35650605,0.90614027,0.90614027,-0.34770423,-0.4883917,-2.888816,1.2554818,4
0.6201593,1.8903105,1.8903105,-0.57213134,2.0548444,-10.705123,0.60040027,2
-0.60826194,0.2847625,0.2847625,1.666152,1.7896081,-10.356031,1.3140839,3
0.7701182,2.2579224,2.2579224,-0.6634629,-0.19397761,-7.982728,0.78283983,1
2.4918854,-0.31974125,-0.31974125,0.15694465,2.238209,-8.284395,0.88860506,4
2.4218154,1.4206909,1.4206909,-2.7530656,-0.2653572,-4.7197547,0.40968594,1
1.2382927,-1.3534056,-1.3534056,0.76465327,-0.6066218,-0.37656984,0.20360103,6
0.74730027,1.2433162,1.2433162,-2.341939,2.3505168,-10.40075,0.07736852,4
3.2058933,0.60832876,0.60832876,-1.2634044,1.3019849,-7.880462,1.4953643,0
0.13634765,2.1026893,2.1026893,-1.6648651,0.17962955,-7.462468,0.122913614,1
-1.0341513,0.30443755,0.30443755,-2.9704487,4.6777973,-2.398295,-0.7673655,4
2.0665064,1.0149604,1.0149604,-3.0708945,0.7283664,-6.920711,1.9244901,0
1.038091,1.3521047,1.3521047,0.24018763,-0.45386136,-5.632849,0.55529124,0
0.76702726,-0.9736209,-0.9736209,-1.0599918,3.3969963,-8.648947,1.4018694,6
1.259887,3.1135921,3.1135921,-0.5013941,-1.6641004,-1.1204576,0.0026006927,2
1.7301756,0.6871704,0.6871704,0.4996577,-0.48070198,-8.818577,1.1317438,2
3.531049,0.92923313,0.92923313,-0.9442768,0.2427922,-5.5742006,-0.63028103,0
2.3471212,0.53574806,0.53574806,-2.4142327,0.087425366,-11.573862,2.1649797,1
1.5049015,0.935914,0.935914,0.0570481,0.23008719,-4.984344,0.76991373,2
0.5366161,-2.4605205,-2.4605205,-3.344371,3.679041,-2.662186,1.2224505,4
1.582729,-0.77574104,-0.77574104,-0.9432048,1.853199,-6.75226,1.6017158,4
0.95004493,0.36869872,0.36869872,0.15379274,-0.019208096,-7.5368204,1.2576194,2
1.0635493,1.7235793,1.7235793,2.6707208,-1.188065,-6.9443526,-1.0016892,3
1.7395633,-0.59558165,-0.59558165,1.4390137,-0.15861395,-5.1429577,0.41001096,6
3.4095347,0.60263366,0.60263366,0.14003168,-0.79129815,-4.415833,0.05604173,0
-0.3123285,2.6110852,2.6110852,-0.5291177,1.4019489,-6.280102,-0.53434527,3
2.062593,-0.91060466,-0.91060466,-0.6286473,-0.7107539,-0.2219385,0.7685345,0
0.24271378,0.2454352,0.2454352,-0.80004025,-0.97625595,7.575913,-1.5484196,5
2.7616122,1.2085328,1.2085328,0.033707075,-0.38345742,-4.3944535,-0.81182,0
2.0288181,3.6404264,3.6404264,-1.2046754,-0.5690654,-5.7627306,-0.8875143,1
1.7393175,0.27324933,0.27324933,-1.0293239,1.9809616,-9.411345,1.2204198,1
0.49442178,1.5083206,1.5083206,0.6049488,0.523952,-10.047374,0.2879624,2
0.5590446,1.1316584,1.1316584,1.2224281,1.6203089,-5.67395,-0.8723382,4
-0.49196634,2.7854586,2.7854586,1.3350801,0.2508982,-8.330066,0.10617475,2
1.9683423,0.39653665,0.39653665,-1.6846954,1.9671919,-6.0638876,-0.38898584,4
2.5794048,0.33316484,0.33316484,0.09025749,-1.3390952,-9.038206,1.8150457,0
-1.1810926,1.4674202,1.4674202,1.1406223,3.3623974,-0.86872745,-0.6086837,4
3.8329892,1.4999295,1.4999295,-0.58956003,-1.5010812,2.0249972,-1.2846122,0
1.0868617,0.11037939,0.11037939,0.2221655,-2.1192055,0.652869,0.92352426,6
0.53586787,-2.1301885,-2.1301885,-3.0562782,1.9446409,5.692505,-1.1854491,5
2.8714767,0.84077346,0.84077346,-1.7301922,0.013012845,-5.4649615,0.5920085,6
1.5303582,-1.4326004,-1.4326004,-1.0416265,1.6393931,-0.75376594,0.3627943,4
-1.1928867,2.2544465,2.2544465,-1.2068377,1.4015845,-5.9047227,1.0284848,2
3.0152268,-0.89196944,-0.89196944,-0.761794,0.9152332,-5.7637234,0.5241576,0
2.474394,1.1805694,1.1805694,-1.6967646,-1.451964,-4.389695,0.9603453,0
0.21318634,0.5361121,0.5361121,-1.3219272,-0.11362834,-2.9896462,0.18051578,4
0.97748464,1.5913785,1.5913785,-0.91275567,0.06735412,-6.6636424,1.2014608,0
-0.057813626,2.2680986,2.2680986,-0.2419794,-1.0186427,-4.2450495,2.3017216,6
2.8045871,0.26939788,0.26939788,-0.8518731,1.0995063,-4.845641,0.51294845,0
2.1143274,-0.38627902,-0.38627902,-0.5141912,-0.8160569,-6.9176984,1.9365736,1
1.0932612,-0.52945805,-0.52945805,0.2629146,2.4245162,-6.4110727,0.27204487,6
0.51184535,2.5764,2.5764,-0.19523446,1.3372422,-1.2378272,-1.3042623,2
2.2349014,-0.63112634,-0.63112634,-0.8217918,-0.5631088,-3.1039352,1.5521591,0
1.2802935,0.75600606,0.75600606,-0.39683142,0.1623878,-6.2448125,-0.49428433,0
1.4194996,2.140507,2.140507,-1.9110003,0.794474,-7.2943068,1.0443712,4
0.4219519,0.27502412,0.27502412,0.74986523,-0.12010163,-1.7604343,-0.05488033,6
0.50608313,1.513606,1.513606,-2.2445693,2.0542867,-10.108809,2.6641054,6
1.4866563,0.9629493,0.9629493,0.03816002,0.3769152,-4.364237,-1.9215801,2
3.4112113,-0.27245235,-0.27245235,0.6921796,0.85837865,-5.1493187,-0.62095904,0
1.9044429,1.8978106,1.8978106,-0.48231322,0.025793154,-14.605041,2.092813,0
3.6121328,1.3451021,1.3451021,-0.124325626,-0.113026716,-11.51755,0.11707804,0
0.72328985,0.24260259,0.24260259,1.1786842,0.40702933,-8.234464,1.9478612,0
1.9610845,0.639305,0.639305,-1.2044551,2.5126982,-5.6914206,-0.3135973,0
1.0549805,2.309952,2.309952,-0.40568134,-0.71112555,-5.81756,0.23454805,1
0.06832621,1.2591361,1.2591361,-0.31001133,1.4842951,-10.599654,0.66640466,6
3.5173173,1.4150852,1.4150852,-0.50999445,0.15962295,-9.182241,0.9427558,0
2.005388,-0.632569,-0.632569,-0.93447536,0.91798174,-9.6682005,4.3655667,0
2.8378537,-0.01993657,-0.01993657,2.1634934,-0.560024,-7.635396,-0.49990445,0
0.59789264,1.5509806,1.5509806,-0.25130168,0.32330132,-9.126073,2.3629644,2
0.039130468,-0.67687124,-0.67687124,-0.20110042,2.0335395,1.4007121,-1.8810273,4
0.9088109,1.3067671,1.3067671,0.4243707,0.46574408,-4.4324374,0.5763567,4
0.83573484,0.75450903,0.75450903,-1.1175586,1.2844774,-5.2815237,1.6893587,1
1.3855962,-1.5863174,-1.5863174,0.4066815,2.338952,0.99067366,0.94394344,4
2.3773868,-0.47998288,-0.47998288,-1.7494813,0.5748032,-2.1768684,0.037483536,0
-0.7641221,-0.11012236,-0.11012236,-0.10161878,4.4009027,-0.41205126,-2.2246284,4
1.5057434,1.8928467,1.8928467,-1.508084,-0.63976943,-5.797373,1.8831896,2
3.6894908,-0.89041036,-0.89041036,0.03489043,1.3952425,-11.890044,1.6553867,0
-1.937557,0.28094226,0.28094226,-0.49626958,0.5347953,7.130425,0.26552066,5
-0.79208827,-0.15370323,-0.15370323,-1.9121745,5.2898493,0.44759235,-1.5770934,4
3.1391013,0.67862546,0.67862546,-1.3804629,-0.2465889,-8.119408,2.8299549,6
0.66701394,-0.49282968,-0.49282968,2.7533116,1.9798074,-6.2631927,-1.8094076,3
1.7819921,0.39658326,0.39658326,0.5311603,3.2881248,-10.525299,0.39744762,4
0.97588855,0.5669324,0.5669324,0.25816962,0.6456619,-5.8057985,-1.2986835,1
0.43502593,-1.0720593,-1.0720593,-1.5565021,3.9270747,-0.86503303,-1.6505481,4
-0.32827616,-0.20375367,-0.20375367,-2.2909274,0.9271213,-4.340808,-0.52311593,4
-0.655403,0.4197494,0.4197494,-2.4129715,1.469906,7.3372707,-2.4804075,5
0.5892989,0.043154705,0.043154705,-1.5131415,-0.45219696,9.980465,-1.5408416,5
3.125631,0.14284182,0.14284182,-0.75094646,0.6415194,-7.1147203,1.2043046,0
1.4155715,0.9463015,0.9463015,0.10111787,1.3049781,-3.0550072,0.75659287,0
2.331991,0.8061383,0.8061383,-0.9437611,-1.0900489,-7.308476,1.2240285,0
1.2380338,2.6751869,2.6751869,-2.211862,-0.18139583,-10.464888,1.4030731,2
2.2322638,3.2696393,3.2696393,-2.3299296,-2.2273252,-12.281351,0.5341662,0
1.6438161,-0.12617476,-0.12617476,-1.2566772,0.7678034,-5.4110627,2.2918599,6
1.2234869,-0.31342906,-0.31342906,-0.93421286,1.5723369,-5.909034,2.3861716,1
2.8581479,0.14707947,0.14707947,0.5915095,-0.106640995,-5.0360384,-0.63144994,0
-1.578497,2.261838,2.261838,-0.89056367,2.7849371,-2.1155407,-0.597546,4
-1.3328835,1.9150057,1.9150057,0.35636023,0.33772033,-7.3713784,1.8304083,1
0.9302351,2.2207284,2.2207284,-1.3807147,0.00032554904,-9.092257,-0.09167859,2
0.67192644,2.8180387,2.8180387,-1.1201944,0.41788033,-11.265608,0.6596599,2
3.4705584,1.1436089,1.1436089,-1.3419595,0.7707598,-7.387151,-0.85432315,0
0.41057205,-2.0528195,-2.0528195,0.8096576,2.394408,-4.272033,1.3978108,4
2.4804354,0.86662054,0.86662054,1.0234234,-0.04880775,-8.3640175,-0.20232269,0
0.48088968,-0.0979054,-0.0979054,-1.6498775,0.47535917,8.729717,-0.24370028,5
1.7552583,-0.27434942,-0.27434942,0.37713298,-0.8376094,-3.8904972,2.1472523,6
4.0417523,0.17193021,0.17193021,-0.016812429,0.89640886,-6.857806,0.22597569,0
4.478207,0.3450107,0.3450107,-0.67547584,0.8934481,-2.4394019,-3.4024997,0
1.9520891,2.445204,2.445204,0.13190293,-1.614317,-10.585833,1.0720435,0
-5.729331,-0.003004911,-0.003004911,4.3927217,4.116217,12.6437025,-4.5133495,5
0.42037332,2.651462,2.651462,-1.1941978,0.0893445,-8.278883,1.4277208,1
1.2714473,0.53432196,0.53432196,-0.26870337,2.7482023,-6.306863,1.0428979,4
1.0145036,0.41629845,0.41629845,-0.099245295,-0.4481753,-5.0406985,-0.29797828,1
1.6630598,-2.3543887,-2.3543887,-0.3834045,0.51195097,2.7833493,-0.3863726,0
2.1670065,0.12645869,0.12645869,-0.91019064,1.0409877,-8.526823,1.6720291,1
1.1984378,0.612028,0.612028,-2.7354498,0.44943964,-3.68777,-0.08882459,1
1.0534539,2.7861114,2.7861114,-0.45706123,0.8143856,-6.6127744,-0.10966078,4
0.8189,0.62152034,0.62152034,0.5345702,1.8697838,-11.02135,1.1260953,2
-0.2819527,3.4059541,3.4059541,-0.42291695,-0.5672242,-3.378217,-0.20428506,2
1.3774589,0.43040287,0.43040287,0.50885135,-1.5818034,-5.68296,2.542013,0
1.4794317,0.9543067,0.9543067,1.3226833,-0.087854154,-6.6617703,-0.39307186,6
1.4255506,1.689026,1.689026,-2.4398963,-0.55569714,-4.8746977,0.07279498,0
4.1737905,1.1376281,1.1376281,-1.07752,-1.0105464,-5.9358935,-0.5512572,0
2.0738847,3.1083837,3.1083837,-1.2528343,-0.5418718,-7.8305583,0.621717,2
-0.13766275,0.77112323,0.77112323,-0.5622403,0.9204128,-2.2240958,-1.4593443,1
-0.9786879,-0.6403734,-0.6403734,0.5137647,4.3493905,-6.6019716,0.12765516,4
2.171803,-0.10160791,-0.10160791,-2.6461322,0.98858106,-5.1811643,-0.35664034,1
1.7633027,1.2363243,1.2363243,-0.57856584,2.312185,-1.411312,-0.48154792,0
1.4789314,-0.60939115,-0.60939115,-0.32287169,1.7664015,-7.641921,-0.28346738,4
0.9247816,-0.007633733,-0.007633733,-0.57908016,0.97487074,-5.0137777,0.9438357,1
1.142838,0.8462527,0.8462527,0.661838,-1.4106343,-3.274862,2.5292318,6
2.002429,1.3318195,1.3318195,0.034539558,-0.28134528,-7.7761445,1.4135177,2
2.132608,1.1232072,1.1232072,-0.94659144,1.4285139,-9.11307,2.22381,4
1.7558137,0.9424077,0.9424077,1.9441755,-1.6588838,-2.7997236,-0.36518794,3
0.41122082,1.844342,1.844342,-0.3352394,-1.6317072,-3.8387625,0.33216384,3
0.65134287,-0.19761893,-0.19761893,1.9894117,1.7126541,-5.022656,0.6597516,3
0.48510772,0.11711535,0.11711535,-0.6470754,-0.688429,-4.886012,0.504905,1
0.41010123,3.355257,3.355257,-2.362404,-0.56418896,-6.1673474,0.7902604,2
2.5728674,0.4644218,0.4644218,-3.1042418,2.2298913,-4.6153836,-0.23017102,0
2.8571188,0.253649,0.253649,-0.24175541,-0.77766126,0.10223562,0.17601493,0
0.5635072,-0.24321611,-0.24321611,0.9296043,0.14597876,-1.572698,-0.3326155,3
1.1136513,-0.68415374,-0.68415374,0.94639325,0.6426909,-9.228915,2.3068483,3
0.31721336,-0.329961,-0.329961,-0.6416616,-0.87908953,-3.9301524,1.3565346,1
1.9623142,0.10864207,0.10864207,-0.89103127,-0.6850547,-2.3630407,0.105671175,0
0.8592821,-0.19844867,-0.19844867,0.066509165,1.0706637,-10.48532,2.1003144,6
1.6919664,0.6512311,0.6512311,1.0271124,1.2884285,-9.272491,0.3574753,4
1.3207941,0.17803845,0.17803845,0.82559496,-0.121918395,-6.6013417,1.2146624,0
1.3733277,2.497543,2.497543,-0.16876902,-1.3911743,-9.068914,3.0848653,1
-1.1518757,1.5809103,1.5809103,3.7632651,0.7065639,-3.5281074,-0.14578764,4
1.7802798,-0.7189204,-0.7189204,-1.8400484,1.5139511,-9.536503,1.7282828,0
1.2362272,-0.09694202,-0.09694202,-0.55309564,2.0749784,-3.3767602,-0.72807646,4
0.9141542,4.7764087,4.7764087,-0.29970285,-1.1107765,-8.808316,1.5556991,6
0.63507646,-0.1443421,-0.1443421,-0.85360307,1.5354623,-2.0660958,0.5467549,0
2.4413822,0.025049364,0.025049364,-1.1401448,1.6296753,-5.141628,-2.1958342,0
1.1160804,2.665794,2.665794,-1.2245914,0.015119944,-4.051337,0.6411766,2
0.74160063,0.23999986,0.23999986,-1.1106004,1.7006409,-3.627427,0.42122188,0
3.0438356,2.360723,2.360723,-0.19451623,-1.6507831,-5.481061,0.41288224,0
0.85877156,0.16757733,0.16757733,1.1785152,-0.13947058,-7.7139025,1.1677607,0
1.5200258,1.9886837,1.9886837,-1.2891892,-0.6097243,-3.4812415,-0.107613645,0
0.3503759,1.789745,1.789745,-2.3973966,1.8580037,-7.8475494,0.72064775,4
0.7511206,-0.6448,-0.6448,1.1373727,-0.8933687,-0.13315433,0.798346,0
2.1484604,0.47229224,0.47229224,1.1875675,1.4070778,-5.7216086,0.92045206,0
1.6840823,1.9438214,1.9438214,-0.9901451,1.2390691,-6.6662254,0.22634259,2
0.84554446,-1.6299335,-1.6299335,-2.0221467,5.3964524,-6.10647,0.32330826,4
2.177725,4.3167524,4.3167524,-2.65128,-0.49444285,-6.0438886,-1.5449078,2
0.0007420855,0.63249606,0.63249606,0.3385636,-1.2719456,-6.955395,0.86437947,1
0.37492523,0.9002217,0.9002217,3.1889188,1.0898706,-4.409353,-1.8350765,3
1.5319319,0.9989706,0.9989706,-3.1059144,1.7991263,-0.9981074,-0.39486495,0
0.8639708,3.2813241,3.2813241,0.9274049,-1.2205554,-7.717561,0.84635895,6
2.6406567,1.1148598,1.1148598,-3.1011684,-0.51858246,-3.9753244,2.517334,0
0.6541014,1.2231879,1.2231879,0.64541066,-2.770862,-3.8169243,1.6659892,6
2.2444263,1.5953913,1.5953913,-1.8841448,-0.27122092,-12.88316,2.678752,6
-0.28357005,-0.4480217,-0.4480217,-1.9646039,2.889711,4.7202954,-1.1065617,5
3.4346054,1.8053024,1.8053024,-1.2514433,-0.06352983,-11.86125,2.4335105,0
2.8880556,1.1173643,1.1173643,1.364503,-0.56634164,-10.272305,-0.70847774,0
0.2785564,-0.42894867,-0.42894867,-1.3176455,1.1464478,-7.493525,1.319446,4
-0.8547222,-0.85476255,-0.85476255,0.15039065,2.5063493,-1.6203828,0.4567617,4
2.0902066,0.17704126,0.17704126,0.7800432,1.7847503,-8.321737,-1.0155822,0
1.6665789,0.30175653,0.30175653,-0.3229834,-0.016176563,-3.2380302,1.1006918,2
3.592171,0.83632475,0.83632475,-0.93338645,0.33699214,-5.797942,-2.311077,0
0.9255093,0.74279344,0.74279344,0.48149997,1.6587676,-4.216059,-2.3651927,4
3.5527973,0.6655323,0.6655323,0.8779909,-0.11838667,-11.610822,-0.77001864,1
0.3163305,-0.076762274,-0.076762274,-1.7483468,1.9166031,-6.726685,0.0929794,4
0.55312127,-0.11723175,-0.11723175,1.1851982,-0.45915008,-6.175216,0.6983825,6
2.1346295,0.18154486,0.18154486,-1.1815392,2.1456885,-5.538797,-0.53627914,0
3.8867748,2.4358406,2.4358406,0.615385,-1.851801,-8.753149,0.39901015,0
3.735463,1.5960732,1.5960732,-2.6577353,-0.7328235,-5.7863765,3.0825596,0
1.4453818,0.08212782,0.08212782,2.9992528,2.011456,-5.6883917,-1.3128313,3
0.48824954,0.30438834,0.30438834,2.4084954,-0.06444421,-7.5724235,0.5944998,3
1.8632132,2.5037155,2.5037155,0.37050426,0.51585186,-13.082,1.0280085,3
2.3527865,0.4788189,0.4788189,-1.1878735,0.24258736,-6.834459,1.0622795,0
1.4299307,0.6949459,0.6949459,0.31373215,-0.97701013,-3.8583114,0.5299824,0
2.614699,0.68877834,0.68877834,-2.242839,-0.5509567,-1.4122362,1.905407,0
1.1289703,2.8378286,2.8378286,-0.90020394,-1.3116376,-0.41871676,-0.9331125,0
2.3118346,0.48911834,0.48911834,-0.5931666,1.1541373,-6.2649302,-0.27457562,3
2.339776,1.8372451,1.8372451,1.2635531,-1.0182267,-11.086856,-0.51966906,2
1.2747439,-0.2532401,-0.2532401,0.35238594,0.19534247,-3.0051458,0.02090248,3
1.132691,0.008570497,0.008570497,-1.7947812,3.0246632,-0.7923364,0.15697874,4
5.1022773,0.23083064,0.23083064,-4.540318,-0.36639777,-4.092425,2.2956305,0
1.1160804,2.665794,2.665794,-1.2245914,0.015119944,-4.051337,0.6411766,0
2.0798202,1.5328234,1.5328234,0.81085205,-1.9338756,-7.8466663,2.6748478,0
1.2682382,1.8908215,1.8908215,-2.6259396,-1.5580158,1.0892454,1.6015842,2
1.814756,0.24520501,0.24520501,-1.2579756,0.48700312,-8.684192,0.38211268,0
1.154013,-0.56712604,-0.56712604,-3.6716018,4.2855453,-1.0982255,0.8623178,4
0.27411744,0.4683679,0.4683679,0.90102893,0.15830372,-8.184715,2.5467954,6
0.93855613,4.156745,4.156745,-3.076358,-0.4907956,-5.3046336,0.25611517,2
-1.0100765,2.0478456,2.0478456,-0.70169944,0.8877023,-11.009467,1.7854211,1
-0.906776,0.92713505,0.92713505,1.8156881,0.45881867,-5.8063445,-0.5896228,3
2.1696002,0.23824865,0.23824865,-0.026707292,0.30307782,-9.1245165,0.7678566,1
0.39049777,2.665794,2.665794,-0.8423807,0.68612546,-4.144321,0.14139634,2
1.5234396,-1.0998212,-1.0998212,0.43288308,-0.4299257,-4.8321476,1.3129188,0
1.3253338,0.8647146,0.8647146,-1.1591495,1.0926874,-1.8480188,-0.84882957,0
0.4654228,4.101653,4.101653,-2.65716,-0.26978606,0.26131368,-1.3798021,2
1.972768,-1.3613151,-1.3613151,0.5841728,0.2084709,-4.427181,0.9779012,0
-0.3244595,0.3571909,0.3571909,2.3415349,1.8684332,0.34831503,-2.4814165,3
4.61629,1.5955634,1.5955634,-1.789988,1.4078723,-11.873521,-0.7570677,0
1.6155448,0.28523082,0.28523082,-0.64372224,-0.76976043,-1.467734,-0.4202796,0
2.7649026,-0.4531343,-0.4531343,0.57018447,2.0896347,-11.099045,2.23708,0
-0.45717758,1.0455261,1.0455261,-1.9950986,2.8245327,-2.7072883,-0.09434428,4
2.44522,2.138175,2.138175,0.92309034,-0.68058825,-11.057861,1.0312277,0
-0.36825344,1.6202163,1.6202163,0.6742127,-0.6569711,-4.926354,0.21120825,1
2.825337,0.21177168,0.21177168,-1.4100287,1.1750207,-3.5052931,0.67018497,0
4.2410984,-0.114593595,-0.114593595,-1.5938336,0.2768467,-7.516787,-0.70151585,0
2.1213937,1.1659096,1.1659096,-1.1330239,0.15028885,-7.9109006,0.117449455,1
1.1655058,0.9695999,0.9695999,0.54390985,1.0315107,-10.494695,2.434557,6
-0.62135154,1.0478834,1.0478834,-1.1267688,-0.8637626,1.0221218,-0.55536795,1
1.625178,1.2620459,1.2620459,-1.3720324,1.1801735,-8.391754,-0.09682732,2
0.9131162,1.6561915,1.6561915,3.091605,0.56928164,-8.0880995,-1.2884619,3
0.008167323,0.8589745,0.8589745,-0.9416408,-1.2064328,-4.6920943,3.365403,6
1.3330635,1.7064536,1.7064536,-1.8997903,0.9280406,-2.5745602,0.9390614,2
1.2680234,0.12985414,0.12985414,0.8322039,-0.79935634,-5.216815,1.503543,3
-0.23203325,0.09299498,0.09299498,-1.6276795,0.32601792,-5.984363,1.3681426,4
3.4456484,1.3190367,1.3190367,-0.8923512,1.3527604,-12.690102,1.4539979,4
1.2040663,0.42492986,0.42492986,0.6137424,0.15648746,-7.2526727,0.83454406,6
0.22804315,0.1942219,0.1942219,-0.29132932,-0.85941434,13.294097,-5.06797,5
1.9562565,-2.1297572,-2.1297572,-0.22788864,1.7735288,-2.7433555,-2.46278,0
1.0294514,-0.51643544,-0.51643544,-3.274802,0.886296,1.014749,-0.21857992,1
3.065018,0.39354056,0.39354056,-1.6189295,-2.1780446,-5.447123,1.2784278,0
3.348462,-2.3804004,-2.3804004,-1.973861,1.1937705,-3.5892017,1.8062176,0
1.2193803,3.0478613,3.0478613,-1.3098476,-0.09264675,-6.4609003,1.50954,2
1.0379158,0.9833095,0.9833095,-0.96849966,0.29141855,-3.1668217,2.0825548,4
1.658599,2.3428216,2.3428216,0.105436444,0.5814001,-7.8847075,-0.2969168,1
0.07311795,1.2631634,1.2631634,-1.4014493,-0.47606167,-1.3758323,-0.17480877,1
0.7216364,0.83816826,0.83816826,0.46890232,1.7276709,-5.402312,-0.060075305,0
2.0820582,-0.47097087,-0.47097087,-4.4610157,2.8726203,2.195751,-0.009482466,4
0.22850353,1.575881,1.575881,0.28934103,1.7399154,-10.854817,1.9468049,4
0.1670855,2.1418264,2.1418264,-1.5521483,-0.23410682,-7.986826,1.146416,2
0.2917872,1.3790116,1.3790116,-1.075936,0.47572964,-6.395407,1.2288065,4
1.7479568,0.26158267,0.26158267,0.097062014,-0.6111764,6.2766075,-2.0666246,5
2.7325432,2.827765,2.827765,-0.1770436,-1.2486286,-8.881847,-0.10082165,0
-0.3947855,-0.4986671,-0.4986671,1.2605903,2.5775683,-3.4798284,-0.7189304,1
3.3027387,0.24077067,0.24077067,-2.5519116,-1.4343331,-5.0227036,3.397313,6
1.2658031,1.3471005,1.3471005,1.2901528,-0.4230004,-5.6269116,-0.78659385,3
2.4508653,0.39763743,0.39763743,0.056443293,0.8237773,-3.7856925,0.80169326,0
2.567843,-0.31264585,-0.31264585,1.5005342,-0.8521918,-7.237822,-0.84554213,0
0.48824954,0.30438834,0.30438834,2.4084954,-0.06444421,-7.5724235,0.5944998,3
2.5875847,0.384458,0.384458,-0.45683444,0.40204534,-0.47867447,-0.8341056,0
-1.899559,0.57412183,0.57412183,-3.2378523,-0.25548187,9.761453,-1.6862019,5
1.377595,1.9481407,1.9481407,0.5047327,-1.5383538,-5.9551134,-0.59108084,2
3.975106,1.0771793,1.0771793,-1.1680024,-0.6505549,-11.40344,0.1716033,0
0.9061686,-1.4827473,-1.4827473,3.1165287,0.9242877,-6.078392,-0.15047064,4
1.4231648,1.5135248,1.5135248,0.030228317,-2.3267667,-3.4122972,0.75400335,6
0.48416698,0.05974332,0.05974332,0.9040276,1.4775603,-7.2732034,0.5887826,2
2.1936982,1.5571783,1.5571783,-0.9202165,-0.8086252,-2.88776,0.6097717,0
1.6844964,0.06621133,0.06621133,-1.718586,-0.14297687,-4.776655,1.5384468,1
1.2809917,3.056498,3.056498,-0.61775243,-0.39927477,-1.2559559,-0.90104353,2
1.6510357,-0.743478,-0.743478,-0.2575155,4.745638,-3.6730099,-0.48606142,4
2.1458604,0.9195182,0.9195182,0.604201,0.51462734,-9.4340315,1.0135871,0
-0.7438239,0.65859276,0.65859276,-1.303096,0.98585266,-3.5995593,1.2651013,6
-0.37108707,2.0984488,2.0984488,0.46466297,0.673132,-3.305608,-0.7233198,3
0.42909732,3.1345527,3.1345527,-2.052432,-0.96261775,-4.227969,0.74221975,2
3.1895466,1.6168919,1.6168919,0.4143224,-1.0144144,-8.342065,0.86108416,0
1.660335,0.61048436,0.61048436,-3.0137737,0.010416042,-1.5266247,0.6419686,0
0.773684,-0.0063742944,-0.0063742944,1.2988346,2.9506063,-6.7390013,-0.15947868,4
2.0320084,2.791463,2.791463,0.04631219,0.7338383,-7.2309747,1.8416029,2
2.0866902,0.5257698,0.5257698,4.760447,-0.44051638,-3.908116,-2.970899,3
4.6113014,-0.0983714,-0.0983714,-1.1561428,-1.5980216,-10.255132,0.4785494,0
1.2243707,-1.112486,-1.112486,-0.2473712,-1.7186894,7.0796223,-1.9042726,5
2.2928984,1.1346531,1.1346531,-0.5354515,-1.3666761,-2.51213,-1.0441328,1
-0.28634912,-0.026880244,-0.026880244,0.31767556,-0.5621147,2.0869112,0.053240158,5
-0.5992012,0.44008762,0.44008762,-1.0124289,0.979672,-1.3190163,2.0527616,6
2.8414302,-0.91691077,-0.91691077,-1.1771075,0.02856541,-5.814237,1.2056834,0
1.2024237,0.8519556,0.8519556,-3.014531,1.8391278,-3.9968324,1.0594128,6
3.3146656,-0.65376616,-0.65376616,-1.069093,2.31388,-8.680749,-0.19017649,4
1.2974125,1.712864,1.712864,-1.5269978,0.050937306,-6.0376563,0.37591305,1
